avatar,avg_ec_live_uv,avg_ec_video_view_count,category_ids,creator_open_id,follower_count,gmv_range,nickname,selection_region,top_follower_demographics,username,gmv,video_gmv,live_gmv
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-maliva-avt-0068/0dbfcc8c45492f5325898b02c1d27293~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=e3ce7d8b&x-expires=1784091600&x-signature=dX8NkANjHCmx21RnLQuu6z9%2Ff7U%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0.0,644.0,"['700645', '605248', '600001']",3WvT6AAAAACOV4AEeERJl-yievH_HBssrAkRiOOs5epgKIPkScHu2g,495388,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",MYLENE CABRERA,PH,"{'age_ranges': ['AGE_RANGE_35_44', 'AGE_RANGE_45_54', 'AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 5693}}",leofiredragon1111,"{'amount': '112106.352389', 'currency': 'USD'}","{'amount': '111820.174041', 'currency': 'USD'}",
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/4810c52703124d62b2c3ef3b457c169d~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=29f91b41&x-expires=1784091600&x-signature=6fsUe81wHpcWVGPKYQzaCIKJ7mY%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0.0,2151.0,"['700645', '600001', '824584']",DUoTHQAAAACOV4AEeERJl-yievH_HBsscFqbUTb80eigg19QfPCQiw,7959,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",.recosbyjpg,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 5985}}",.recosbyjpg,"{'amount': '17211.435408', 'currency': 'USD'}","{'amount': '17192.035102', 'currency': 'USD'}",
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/29711edc2b59f0dd9932f4793ae38787~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=1aa10e5d&x-expires=1784091600&x-signature=zFovWdOGvHNI6mR84LvOcrp2Ylw%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0.0,0.0,"['601352', '604579', '604968']",YuD96wAAAACOV4AEeERJl-yievH_HBssCtKkMqEXMvLU_NZgi7zh1Q,876,"{'currency': 'USD', 'formatted_range': '₱100-₱1K', 'maximum_amount': '100', 'minimum_amount': '0'}",popat 🪬,PH,"{'age_ranges': ['AGE_RANGE_18_24'], 'major_gender': {'gender': 'FEMALE', 'percentage': 6879}}",recosbyjp,"{'amount': '12.863578', 'currency': 'USD'}",,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/3b52ac998c3b4b33afd083a8c78d1321~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=2d613ab7&x-expires=1784091600&x-signature=ts%2FlZNbPhWcYgoUto5zeUTfiTDg%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0.0,57.0,"['601450', '600942', '604968']",nCZfegAAAACOV4AEeERJl-yievH_HBssQlfEfPMYWsomnZpw60EZsg,7655,"{'currency': 'USD', 'formatted_range': '₱10K+', 'maximum_amount': '10000', 'minimum_amount': '1000'}",🧿LouiseMM🍀✨,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_18_24'], 'major_gender': {'gender': 'FEMALE', 'percentage': 4482}}",louisemm08,"{'amount': '4672.857818', 'currency': 'USD'}","{'amount': '4663.991058', 'currency': 'USD'}",
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/992328182286b944edc4ffa9057e4725~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=ab8e53a8&x-expires=1784091600&x-signature=2aD20UsR1%2BIgtFOaBWgPsQv0SJQ%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0.0,988.0,"['605196', '601450', '600024']",QAgVPAAAAACOV4AEeERJl-yievH_HBss_OvLWa3NEJ7wmqXHVzPdtQ,8738,"{'currency': 'USD', 'formatted_range': '₱10K+', 'maximum_amount': '10000', 'minimum_amount': '1000'}",Kath UGC & affiliate ᥫ᭡,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 6815}}",kathugcaffiliate,"{'amount': '7812.17102', 'currency': 'USD'}","{'amount': '7797.647133', 'currency': 'USD'}",
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-maliva-avt-0068/fd223a587024690308ee9355b46a3d3d~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=b1788c8d&x-expires=1784091600&x-signature=X8eyKigcU5Bwp4cNZ2RlLyz2QJ8%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0.0,510.0,"['601739', '700645', '601450']",gczziwAAAACOV4AEeERJl-yievH_HBssTG5KukUpdG69ZLbPq_qZuA,21292,"{'currency': 'USD', 'formatted_range': '₱10K+', 'maximum_amount': '10000', 'minimum_amount': '1000'}",Rish Finds 𐙚,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 2182}}",rishfinds17,"{'amount': '5828.152246', 'currency': 'USD'}","{'amount': '5767.575934', 'currency': 'USD'}",
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/b277adabd9ced7953a7ca73cd2710552~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=f33fba9c&x-expires=1784091600&x-signature=LsKD41auStZwejKEqJqqYOFWnFk%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0.0,317.0,"['601450', '700437', '700645']",fLbzVQAAAACOV4AEeERJl-yievH_HBssTXUVaQqo7-YxzQOreAxwFw,27928,"{'currency': 'USD', 'formatted_range': '₱10K+', 'maximum_amount': '10000', 'minimum_amount': '1000'}",MissAnna🪬🎀,PH,"{'age_ranges': ['AGE_RANGE_35_44', 'AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 6916}}",aashopfindv1,"{'amount': '6486.280641', 'currency': 'USD'}","{'amount': '6439.868792', 'currency': 'USD'}",
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/6e92411e09ec11296d0ef8bea37b46d2~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=5020d520&x-expires=1784091600&x-signature=oHxgboutiK%2BFBpSlsMovstDx9%2Fw%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0.0,173.0,"['602284', '601352', '600001']",wJpZawAAAACOV4AEeERJl-yievH_HBsssYAFrDEPKAUGdUaJUhaNsg,3423,"{'currency': 'USD', 'formatted_range': '₱10K+', 'maximum_amount': '1000', 'minimum_amount': '100'}",Yini,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_18_24'], 'major_gender': {'gender': 'FEMALE', 'percentage': 4874}}",yini0724,"{'amount': '793.757318', 'currency': 'USD'}","{'amount': '746.319712', 'currency': 'USD'}",
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/0019c685ee3545e697893defb3906ce2~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=35be573e&x-expires=1784091600&x-signature=1OurPKTBznzedmfCUeOO05f%2Fvt0%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0.0,393.0,"['601450', '601739', '601755']",BwY3hQAAAACOV4AEeERJl-yievH_HBssezP0kxDYFGmGsKBzGNJ96w,2332,"{'currency': 'USD', 'formatted_range': '₱10K+', 'maximum_amount': '1000', 'minimum_amount': '100'}",roxyღ,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 5578}}",roxyvalencia_,"{'amount': '835.773114', 'currency': 'USD'}","{'amount': '737.961138', 'currency': 'USD'}",
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/683596704da658876dbe373fe092e21a~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=ccfeb196&x-expires=1784091600&x-signature=AC2teBt5d%2FFJpPCpUmA2HyaCBFU%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0.0,334.0,"['601450', '601739', '601352']",_b8d1QAAAACOV4AEeERJl-yievH_HBssl20ldXhRo2tE9iG_AOruog,4583,"{'currency': 'USD', 'formatted_range': '₱10K+', 'maximum_amount': '1000', 'minimum_amount': '100'}",clickandshop,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 5148}}",clickandshop0210,"{'amount': '405.761098', 'currency': 'USD'}","{'amount': '387.772635', 'currency': 'USD'}",
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-maliva-avt-0068/25c71e0d30750cc2b24cbf242cd27a08~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=87c5b0d9&x-expires=1784091600&x-signature=KT%2BHUpJvu5gImsDLKOJRg%2FpB4rA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0.0,719.0,"['700645', '602284', '604968']",AVDpggAAAACOV4AEeERJl-yievH_HBssJdvGlkPZuh6xr6K7OaBCCQ,10359,{'formatted_range': '₱10K+'},MommyLove_Affiliate,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 6482}}",bastediaperdiaries,,,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/35bd2eb06323a8f89345d6f60de62f9a~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=92d5f40f&x-expires=1784091600&x-signature=kfY0sxgUCD1g%2B%2BsDGG7Xw1I453I%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0.0,846.0,"['601352', '824328', '601152']",BFt67wAAAACOV4AEeERJl-yievH_HBss8zR2_hy1GlZ25aB_BM3uOg,2219,{'formatted_range': '₱10K+'},_chajoy˚.🎀༘⋆,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 5317}}",_chajoy,,,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/34b7cad5e05b7457f7f24e52fa8f45d5~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=5c5e07ba&x-expires=1784091600&x-signature=2fDNuKW6Ykqth5Yi7uFbu9nCT%2B4%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0.0,0.0,"['601450', '601739', '601152']",IBudjwAAAACOV4AEeERJl-yievH_HBss4EYPvn65RGIATYSDoTiPaw,1611,"{'currency': 'USD', 'formatted_range': '₱10K+', 'maximum_amount': '1000', 'minimum_amount': '100'}",bellfinds♡,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_18_24'], 'major_gender': {'gender': 'FEMALE', 'percentage': 5521}}",bbelly.t,"{'amount': '185.006577', 'currency': 'USD'}","{'amount': '94.261126', 'currency': 'USD'}",
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-maliva-avt-0068/c31b75886408ad39d212e7d4027f40c9~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=e080f006&x-expires=1784091600&x-signature=H0nI6k4sbhym0J3sVILooq%2Fxvjg%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0.0,370.0,"['801928', '601739', '601450']",hyglGAAAAACOV4AEeERJl-yievH_HBsshEDjQWDvetxRv-QdjSYbtA,10252,"{'currency': 'USD', 'formatted_range': '₱10K+', 'maximum_amount': '10000', 'minimum_amount': '1000'}",izmesayfinds,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 7015}}",izmesay,"{'amount': '2095.742194', 'currency': 'USD'}","{'amount': '2094.429173', 'currency': 'USD'}",
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/f85e5be68f57984e34c82e5ec5a8c8e5~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=4cf59f0d&x-expires=1784091600&x-signature=Tm193kJIj3rQdsLRMLFupkz4p3g%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},353.0,225.0,"['601450', '601755', '600154']",xRk72wAAAACOV4AEeERJl-yievH_HBssCnxp-QYlLQOi1uKw0gBt8w,4289,"{'currency': 'USD', 'formatted_range': '₱10K+', 'maximum_amount': '1000', 'minimum_amount': '100'}",Kially's Shop,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 6187}}",lykaith25,"{'amount': '291.936971', 'currency': 'USD'}","{'amount': '288.309427', 'currency': 'USD'}","{'amount': '3.627544', 'currency': 'USD'}"
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/bb67ae34ba5225cb64af6fc5e49259ea~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=fcda7ba2&x-expires=1784091600&x-signature=Y%2FNGq8wEQ2DrfkuD9LNjTNAJJcM%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0.0,642.0,"['601450', '604968', '601152']",JbDJ-gAAAACOV4AEeERJl-yievH_HBssd6Op0dRf2zo5ogGydmk5LQ,7333,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",Jc shop,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 4822}}",caedenstrong,"{'amount': '28288.410395', 'currency': 'USD'}","{'amount': '28265.855435', 'currency': 'USD'}",
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/d150f9c61ae67338ece36241d91d0058~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=577ca512&x-expires=1784091600&x-signature=GDicPy3iSpJusRgtw6ovDAilg28%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0.0,292.0,"['700437', '605248', '602118']",h5QlkgAAAACOV4AEeERJl-yievH_HBssbQ9wKrkwuho5m0qaZ5tVQA,2828,{'formatted_range': '₱10K+'},Chiles,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_18_24'], 'major_gender': {'gender': 'FEMALE', 'percentage': 5424}}",chilessyyy,,,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/6f315ea0ac3900f24031681f4aa1682c~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=7572159a&x-expires=1784091600&x-signature=bPfndnUGZXy8OJTptGJKwf1MoDw%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0.0,57.0,"['605196', '600001', '604579']",s5A-4gAAAACOV4AEeERJl-yievH_HBssLvT0JkbN2zI9JSCjonF3GA,15410,"{'currency': 'USD', 'formatted_range': '₱10K+', 'maximum_amount': '1000', 'minimum_amount': '100'}",ELMA ESPINOSA,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 5574}}",espinosaelma,"{'amount': '265.412898', 'currency': 'USD'}","{'amount': '216.461864', 'currency': 'USD'}",
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/f12fc37a5ba276a14b64978150d59429~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=6bc4a26b&x-expires=1784091600&x-signature=wZT3vqU9v54bTXLDd5TJQBHwWgU%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0.0,469.0,"['700645', '604968', '602284']",mZKJxAAAAACOV4AEeERJl-yievH_HBssa3mgT5sKlYjuGvvIG-yXFg,8868,{'formatted_range': '₱10K+'},Hello Love!,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 4579}}",hello_itslove,,,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/d89dfe999f225c26dbd1a73116c98c29~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=2dc2dc16&x-expires=1784091600&x-signature=aF9uYpIY4s1UcildD7UduPyxLGw%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0.0,187.0,"['601450', '602284', '802184']",_-zFpgAAAACOV4AEeERJl-yievH_HBssQO6Wb3jA7ueGYMmbpbpPmA,2996,{'formatted_range': '₱10K+'},Mom of Two,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 2776}}",mom.of.two924,,,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/f47bb6776f0994ace7ef6fed7d40dd9a~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=117ce974&x-expires=1784091600&x-signature=q8iVusI1fLyrlONqqSBgS8m8THA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0.0,22568.0,"['601152', '601450', '601352']",CJSHGAAAAACOV4AEeERJl-yievH_HBsskejOjsgS_znbIKjMrYkckA,1106970,{'formatted_range': '₱10K+'},Jessa Mae,PH,"{'age_ranges': ['AGE_RANGE_18_24', 'AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 3675}}",jessamaeespacio,,,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/192fddc42f93cd26a46bb7c10637f076~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=ccb682a7&x-expires=1784091600&x-signature=zz7YwbrA4iY7SgaCFNrctkYwUr8%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},1.0,0.0,"['600942', '605248', '601352']",7SVUpQAAAACOV4AEeERJl-yievH_HBssJy-sONvCBVw3pTb0xuHmBA,362,{'formatted_range': '₱0-₱100'},Crystel Manila,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_35_44'], 'major_gender': {'gender': 'FEMALE', 'percentage': 5801}}",crystelmanila,,,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/94e2a8ec2c23af8865136ff9a0774754~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=7122de78&x-expires=1784091600&x-signature=E50iV6TDGDhYOpifVD5FpVBMI4g%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0.0,63.0,"['604206', '601755', '601152']",A6jJ8QAAAACOV4AEeERJl-yievH_HBsszpvDPlkNs4_C6i7r5XWA6g,1187,{'formatted_range': '₱0-₱100'},naekenio,PH,"{'age_ranges': ['AGE_RANGE_18_24'], 'major_gender': {'gender': 'MALE', 'percentage': 4730}}",naekenio,,,
{'url': 'https://p19-common-sign.tiktokcdn.com/tos-alisg-avt-0068/d0d08d3a5e2bf15dd65eb02cf4693bc1~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=d1d61782&x-expires=1784091600&x-signature=HzjPKpuVeGln%2BNzbILhIXthADBg%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0.0,165.0,"['601152', '604453', '824584']",3TaO_wAAAACOV4AEeERJl-yievH_HBssqYlvJQPE3ueeQmy5FItyRg,24036,"{'currency': 'USD', 'formatted_range': '₱1K-₱10K', 'maximum_amount': '1000', 'minimum_amount': '100'}",Jhessamoy_,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'MALE', 'percentage': 7925}}",jhessamoy_,"{'amount': '155.63542', 'currency': 'USD'}","{'amount': '10.026826', 'currency': 'USD'}",
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/7aa8dc1840aecdb8e2443bec5e6b2c4c~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=ffb3aad0&x-expires=1784091600&x-signature=2hjnOyj1S%2B%2BpPZXQ9egyMTHtXVo%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},191.0,64.0,"['601450', '802184', '602284']",YtcT8AAAAACOV4AEeERJl-yievH_HBssdTZkJCn_XHkKXpfScCDvRA,5300,"{'currency': 'USD', 'formatted_range': '₱1K-₱10K', 'maximum_amount': '100', 'minimum_amount': '0'}",MS JING DUTERTE,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'MALE', 'percentage': 3471}}",genabel.dicdican,"{'amount': '89.142838', 'currency': 'USD'}","{'amount': '60.685847', 'currency': 'USD'}",
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/76b2c70adf619ca1d030a211e4397bad~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=9a9712d2&x-expires=1784091600&x-signature=NhC0d3W5TJ8%2BnAhmeDd8gcFiZkw%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},3.0,11.0,"['601152', '600001', '601450']",Ya7LPgAAAACOV4AEeERJl-yievH_HBssjxh0XiKoohWpG_eInD-D1w,1495,"{'currency': 'USD', 'formatted_range': '₱1K-₱10K', 'maximum_amount': '100', 'minimum_amount': '0'}",fhek-fhek🍄🍀,PH,"{'age_ranges': ['AGE_RANGE_18_24', 'AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 2358}}",ur_roel0,"{'amount': '25.307', 'currency': 'USD'}","{'amount': '6.584364', 'currency': 'USD'}",
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/a571b0eadae84d916648f58b4e8f2ca5~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=0c82f866&x-expires=1784091600&x-signature=7sC2QkmEqh69muoTxrx3rK4eqtE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},1266.0,533.0,"['601450', '802184', '700437']",GCNm4gAAAACOV4AEeERJl-yievH_HBsswJFNjhVbv5aw5-VZTZTNfg,33762,{'formatted_range': '₱10K+'},joya💜💜💜,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 5155}}",mariajoya22,,,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/ed28829ca35f89b1c2fb24dd874d9e9b~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=082dae17&x-expires=1784091600&x-signature=IHp1qPMQjajr6g5He%2F4SLtMlVuw%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},1322.0,237.0,"['601450', '601152', '700645']",Lf-P7wAAAACOV4AEeERJl-yievH_HBss4KJTHDiQSoGNs6dD-YgQdg,104116,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",⋆. 𐙚˚࿔ Hot Recos𝜗𝜚˚⋆,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'MALE', 'percentage': 4562}}",jovelynbaculanta88,"{'amount': '16146.666115', 'currency': 'USD'}","{'amount': '13881.037949', 'currency': 'USD'}","{'amount': '2109.597482', 'currency': 'USD'}"
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/0ef40c4f5174f04628f6ca1f8cf9e694~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=c7edb279&x-expires=1784091600&x-signature=jmpGqBMIjXPisky42TPBbzweCuA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0.0,404.0,"['601450', '700645', '601739']",6XI2cgAAAACOV4AEeERJl-yievH_HBssPrqy9M9_c4ZtFVGHS5jz1Q,15350,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",Ms.Sheryl,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 4816}}",ms.sheryl22,"{'amount': '20864.14847', 'currency': 'USD'}","{'amount': '20851.533717', 'currency': 'USD'}",
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/933de2b02b4d6b86f0a9403695a61084~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=6b6a0b8e&x-expires=1784091600&x-signature=mWkF%2Brzh4Oq3GcJE74TVG7P9oP4%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},623.0,220.0,"['601450', '700437', '604968']",mF-_1wAAAACOV4AEeERJl-yievH_HBss_b2oV4_h7NaLBVbtH3z2rA,80328,{'formatted_range': '₱10K+'},maeᥫ᭡,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 5790}}",ms.lumasag,,,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-maliva-avt-0068/44ab0fc8e15456bdbd9f07ab9e43f8b4~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=8ca5813d&x-expires=1784091600&x-signature=5krnIfdutcR7N6ZCJO5%2Blo79ZM8%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},1997.0,716.0,"['601450', '700645', '601739']",jrRWgQAAAACOV4AEeERJl-yievH_HBssp4HOqKdX20N4c_Dpgul6RA,134047,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",Christy Lumasag Cabilin,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 5918}}",crnkycosmetics,"{'amount': '24520.434561', 'currency': 'USD'}","{'amount': '18986.383432', 'currency': 'USD'}","{'amount': '5534.051129', 'currency': 'USD'}"
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/eaef8fe0e1efb941def3b2318d2c4fed~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=4410e6a4&x-expires=1784091600&x-signature=fcjSstPCE016Y2v9hIjPgcEmV%2FQ%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},717.0,1807.0,"['601450', '601739', '601152']",rSCIZQAAAACOV4AEeERJl-yievH_HBssjzvp_QAuGHPWxoREwzfObg,98699,{'formatted_range': '₱10K+'},Miss Lady 🧖🏻‍♀️🫧,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 6326}}",selfcarewithlady,,,
